,input_words,predicted_label,gold_label
528,"['Food', 'was', 'good', 'Falafel', 'was', 'yummy', 'Super', 'pleasant', 'service', 'they', 'wanted', 'to', 'be', 'sure', 'we', 'were', 'happy', 'with', 'our', 'food', 'The', 'fresh', 'lemonade', 'has', 'LOTS', 'of', 'fresh', 'mint', 'in', 'it', 'way', 'too', 'much', 'for', 'me', 'Baklava', 'was', 'good', 'though']",0,2
529,"['We', 'started', 'with', 'the', 'tacos', 'that', 'were', 'tiny', 'and', 'just', 'average', 'in', 'flavor', 'I', 'had', 'the', 'shrimp', 'poboy', 'and', 'it', 'was', 'ok', 'my', 'friend', 'had', 'a', 'steak', 'wrap', 'that', 'ended', 'up', 'being', 'steak', 'umms', 'not', 'good', 'at', 'all', 'Probably', 'wont', 'be', 'going', 'back', 'It', 'was', 'disappointing', 'at', 'best']",2,1
530,"['MY', 'wife', 'and', 'I', 'were', 'going', 'to', 'eat', 'at', 'our', 'favorite', 'Indian', 'restaurant', 'in', 'Tempe', 'and', 'found', 'it', 'closed', 'with', 'no', 'explanation', 'so', 'we', 'drove', 'up', 'the', 'road', 'a', 'mile', 'where', 'we', 'had', 'passed', 'another', 'one', 'we', 'had', 'never', 'tried', 'called', 'Passage', 'to', 'India', 'It', 'looked', 'busy', 'and', 'in', 'fact', 'when', 'we', 'were', 'told', 'we', 'could', 'wait', 'a', 'while', 'or', 'be', 'seated', 'on', 'the', 'patio', 'we', 'never', 'even', 'imagined', 'that', 'we', 'would', 'be', 'waited', 'on', 'so', 'quickly', 'We', 'ordered', 'pretty', 'quickly', 'once', 'seated', 'and', 'noticed', 'at', 'the', 'time', 'we', 'were', 'the', 'third', 'couple', 'seated', 'on', 'the', 'patio', 'three', 'more', 'tables', 'were', 'seated', 'during', 'the', 'time', 'that', 'we', 'ate', 'some', 'cracker', 'bread', 'with', 'a', 'very', 'nice', 'mint', 'sauce', 'We', 'started', 'at', '730pm', 'roughly', 'We', 'then', 'noticed', 'that', 'after', 'the', 'first', 'of', 'the', 'three', 'earliest', 'tables', 'was', 'served', 'apologetically', 'for', 'the', 'lateness', 'and', 'it', 'was', 'very', 'late', 'when', 'they', 'got', 'theirs', 'that', 'the', 'two', 'freshest', 'seated', 'tables', 'then', 'got', 'served', 'and', 'then', 'the', 'server', 'who', 'frankly', 'had', 'the', 'table', 'manner', 'of', 'a', 'truckstop', 'waitress', 'with', 'her', 'jokes', 'and', 'comments', 'and', 'style', 'of', 'talking', 'about', 'the', 'place', 'she', 'was', 'working', 'apologized', 'for', 'the', 'amount', 'of', 'rice', 'but', 'that', 'they', 'had', 'gotten', 'the', 'last', 'of', 'it', 'By', 'that', 'I', 'assumed', 'she', 'meant', 'that', 'the', 'serving', 'in', 'the', 'pot', 'was', 'shy', 'of', 'a', 'full', 'serving', 'of', 'rice', 'but', 'then', 'the', 'manager', 'came', 'out', 'about', 'an', 'hour', 'into', 'our', 'wait', 'so', 'it', 'was', 'around', '830pm', 'and', 'apologized', 'for', 'the', 'lateness', 'and', 'the', 'few', 'minutes', 'delay', 'in', 'the', 'order', 'printing', 'The', 'couple', 'that', 'was', 'there', 'before', 'us', 'that', 'had', 'not', 'been', 'served', 'were', 'also', 'told', 'as', 'were', 'we', 'that', 'our', 'meal', 'would', 'be', 'half', 'priced', 'By', 'almost', '9pm', 'we', 'still', 'had', 'only', 'had', 'two', 'baskets', 'of', 'cracker', 'bread', 'and', 'a', 'couple', 'of', 'drink', 'refills', 'Dr', 'Pepper', 'and', 'Indian', 'Chai', 'for', 'my', 'wife', 'When', 'food', 'finally', 'came', 'out', 'for', 'the', 'couple', 'that', 'had', 'been', 'seated', 'before', 'us', 'they', 'were', 'told', 'there', 'is', 'no', 'more', 'rice', 'sorry', 'but', 'we', 'did', 'not', 'expect', 'to', 'get', 'slammed', 'like', 'this', 'Meanwhile', 'of', 'course', 'both', 'my', 'wife', 'and', 'I', 'realized', 'that', 'our', 'dishes', 'would', 'also', 'be', 'best', 'served', 'with', 'Rice', 'and', 'an', 'hour', 'and', 'a', 'half', 'into', 'our', 'experience', 'that', 'was', 'not', 'going', 'to', 'be', 'the', 'case', 'Any', 'longer', 'and', 'we', 'were', 'going', 'to', 'be', 'late', 'for', 'our', '930', 'movie', 'so', 'we', 'left', 'a', '5', 'on', 'the', 'table', 'and', 'left', 'While', 'we', 'watched', 'through', 'the', 'window', 'there', 'were', 'several', 'tables', 'that', 'had', 'been', 'seated', 'after', 'us', 'inside', 'that', 'were', 'already', 'eating', 'so', 'while', 'several', 'of', 'us', 'had', 'a', 'horrible', 'experience', 'that', 'night', 'it', 'is', 'no', 'doubt', 'also', 'true', 'that', 'many', 'people', 'had', 'a', 'flawless', 'night', 'at', 'the', 'same', 'restaurant', 'I', 'guess', 'timing', 'is', 'everything', 'and', 'I', 'really', 'am', 'not', 'sure', 'if', 'I', 'ever', 'want', 'to', 'give', 'them', 'a', 'second', 'shot', 'but', 'might', 'try', 'calling', 'the', 'manager', 'this', 'morning', 'although', 'he', 'was', 'the', 'same', 'guy', 'that', 'said', 'he', 'would', 'half', 'price', 'our', 'meal', 'because', 'of', 'the', 'slight', 'delay', 'on', 'the', 'orders', 'Umm', 'an', 'hour', 'and', 'a', 'half', 'is', 'not', 'a', 'slight', 'delay', 'when', 'people', 'that', 'arrived', 'later', 'are', 'getting', 'served', 'all', 'around', 'you']",1,0
531,"['First', 'time', 'there', 'Walked', 'in', 'and', 'was', 'waiting', 'by', 'for', 'a', 'tour', 'guide', 'to', 'show', 'us', 'which', 'way', 'to', 'go', 'Felt', 'like', 'we', 'were', 'in', 'the', 'movie', 'labyrinth', 'Asked', 'to', 'be', 'sat', 'in', 'the', 'bar', 'The', 'smoke', 'was', 'so', 'bad', 'from', 'the', 'outside', 'we', 'couldnt', 'handle', 'it', 'Went', 'back', 'to', 'the', 'hostess', 'stand', 'and', 'asked', 'to', 'be', 'seated', 'else', 'where', 'Our', 'server', 'was', 'GREAT', 'Explained', 'the', 'menu', 'and', 'was', 'very', 'enthusiastic', 'about', 'it', 'Manager', 'came', 'around', 'the', 'corner', 'and', 'said', 'who', 'sat', 'you', 'here', 'Ummmm', 'a', 'chick', 'from', 'the', 'stand', 'Well', 'we', 'are', 'sorry', 'we', 'need', 'to', 'move', 'you', 'a', 'party', 'of', '15', 'has', 'reserved', 'this', 'table', 'No', 'problem', 'We', 'will', 'give', 'you', 'a', 'free', 'cheese', 'crisp', 'for', 'the', 'inconvenience', 'SCORE', 'Got', 'our', 'food', 'It', 'was', 'okay', 'The', 'place', 'is', 'very', 'chaotic', 'Like', 'a', 'haunted', 'tour', 'Just', 'waiting', 'for', 'a', 'mom', 'to', 'jump', 'out', 'and', 'smack', 'someone', 'else', 'besides', 'her', 'own', 'kids', 'who', 'are', 'stabbing', 'each', 'other', 'with', 'forks', 'Yes', 'we', 'had', 'a', 'ring', 'side', 'view', 'Got', 'a', 'coupon', 'from', 'an', 'email', 'Our', 'server', 'was', 'so', 'deflated', 'that', 'we', 'first', 'Had', 'a', 'coupon', 'and', 'second', 'didnt', 'print', 'it', 'out', 'We', 'will', 'honor', 'it', 'for', 'you', 'this', 'time', 'but', 'next', 'time', 'Long', 'story', 'boring', 'we', 'will', 'not', 'be', 'back', 'If', 'you', 'want', 'dinner', 'and', 'a', 'show', 'you', 'will', 'not', 'be', 'disappointed']",0,2
532,"['Meh', 'Way', 'overpriced', 'and', 'not', 'sure', 'what', 'the', 'hype', 'is', 'all', 'about', 'Meat', 'was', 'dry', 'and', 'veggies', 'not', 'great', 'Rice', 'looks', 'good', 'but', 'doesnt', 'have', 'any', 'flavor', 'Maybe', 'theyll', 'tighten', 'up', 'and', 'have', 'better', 'prices', 'after', 'a', 'few', 'months', 'of', 'getting', 'acclimated', 'Haji', 'babas', 'kills', 'with', 'better', 'portions', 'flavor', 'quality', 'and', 'price', 'And', 'many', 'better', 'gyro', 'options', 'minutes', 'away']",0,1
533,"['Ive', 'eaten', 'here', 'once', 'and', 'half', 'their', 'menu', 'was', 'missingon', 'a', 'Tuesday', 'And', 'they', 'didnt', 'seem', 'to', 'care', 'I', 'came', 'for', 'the', 'wings', 'but', 'wound', 'up', 'having', 'to', 'settle', 'for', 'onion', 'rings', 'and', 'a', 'quesadilla', 'Yuck', 'It', 'wasnt', 'even', 'that', 'good', 'I', 'tried', 'giving', 'it', 'another', 'shot', 'twice', 'but', 'found', 'it', 'was', 'closed', 'Once', 'on', 'a', 'Thursday', 'night', 'and', 'once', 'on', 'a', 'Friday', 'night', 'What', 'kind', 'of', 'bar', 'is', 'closed', 'on', 'a', 'Friday', 'night']",2,1
534,"['Terrible', 'experience', 'Walked', 'in', 'to', 'an', 'empty', 'restaurant', 'with', 'a', '15', 'minute', 'wait', 'which', 'should', 'have', 'been', 'a', 'warning', 'sign', 'We', 'proceeded', 'to', 'the', 'bar', 'ordered', 'a', 'drink', 'and', 'waited', '10', 'minutes', 'or', 'so', 'for', 'our', 'table', 'Hostess', 'seated', 'us', 'where', 'we', 'waited', 'at', 'a', 'table', 'for', '15', 'minutes', 'without', 'being', 'even', 'addressed', 'Other', 'than', 'food', 'poisoning', 'nothing', 'is', 'worse', 'in', 'a', 'restaurant', 'setting', 'than', 'being', 'ignored', 'Had', 'high', 'hopes', 'as', 'the', 'Phoenix', 'location', 'has', 'been', 'wonderful', 'on', 'numerous', 'occasions']",1,0
535,"['Everything', 'has', 'gone', 'downhill', 'at', 'this', 'location', 'Most', 'recently', 'we', 'ordered', 'a', 'kids', 'cheese', 'crisp', 'which', 'was', 'clearly', 'microwaved', 'The', 'worst', 'part', 'was', 'watching', 'the', 'bus', 'boy', 'sweeping', 'the', 'floor', 'and', 'then', 'the', 'seats', 'of', 'the', 'booths', 'I', 'dont', 'even', 'want', 'to', 'checkin', 'for', 'my', 'last', 'visit']",1,0
536,"['Very', 'inconsistent', 'and', 'rude', 'service', 'when', 'picking', 'up', 'Again', 'we', 'try', 'to', 'support', 'our', 'local', 'places', 'but', 'they', 'seem', 'to', 'have', 'a', 'sense', 'of', 'entitlement', 'dont', 'get', 'it', 'Saw', 'another', 'review', 'about', 'lousy', 'general', 'tso', 'Ive', 'ordered', 'it', 'the', 'last', 'couple', 'of', 'times', 'and', 'has', 'been', 'bland', 'no', 'meat', 'or', 'very', 'bitter', 'or', 'I', 'got', 'a', 'chow', 'me', 'in', 'dish', 'instead', 'that', 'went', 'in', 'the', 'garbage', 'Good', 'luckused', 'to', 'be', 'good', 'even', 'if', 'hostess', 'is', 'moderately', 'hostile']",0,1
537,"['I', 'dont', 'really', 'understand', 'the', 'high', 'reviews', 'Has', 'Kent', 'lost', 'all', 'their', 'taste', 'buds', 'We', 'are', 'a', 'college', 'town', 'but', 'you', 'can', 'get', 'better', 'food', 'than', 'this', 'at', 'lower', 'prices', 'The', 'food', 'is', 'mediocre', 'at', 'best', 'and', 'the', 'salsa', 'bar', 'very', 'lacking']",0,1
538,"['I', 'would', 'pass', 'on', 'this', 'place', 'if', 'I', 'was', 'able', 'to', 'figure', 'out', 'to', 'walk', 'through', 'the', 'door', 'that', 'connects', 'to', 'the', 'promenade', 'We', 'entered', 'through', 'the', 'LinQ', 'hotel', 'and', 'should', 'have', 'explored', 'the', 'outside', 'options', 'So', 'much', 'more', 'choices', 'The', 'restaurant', 'is', 'extremely', 'load', 'The', 'ribeye', 'was', 'the', 'toughest', 'I', 'have', 'ever', 'tasted', 'in', 'my', 'life', 'That', 'was', 'the', 'biggest', 'disappointment', 'The', 'other', 'food', 'we', 'ordered', 'were', 'not', 'memorable', 'either', 'I', 'cant', 'recalled', 'what', 'else', 'was', 'ordered', 'and', 'it', 'was', 'only', 'last', 'weekend', 'The', 'service', 'was', 'great', 'Matt', 'Francos', 'magic', 'show', 'was', 'amazing', 'as', 'well', 'That', 'was', 'how', 'we', 'stumbled', 'in', 'her', 'based', 'on', 'ratings', 'and', 'walking', 'by']",0,2
539,"['There', 'is', 'only', 'one', 'word', 'to', 'describe', 'my', 'experience', 'here', 'Mortifying', 'We', 'came', 'inside', 'wondering', 'why', 'there', 'was', 'no', 'one', 'sitting', 'down', 'to', 'eat', 'Unfortunately', 'not', 'long', 'after', 'we', 'got', 'an', 'answer', 'When', 'the', 'steak', 'arrived', 'before', 'the', 'vegetable', 'dish', 'and', 'pasta', 'dish', 'we', 'knew', 'it', 'would', 'only', 'go', 'downhill', 'from', 'there', 'And', 'it', 'did', 'The', 'steak', 'was', 'stone', 'cold', 'and', 'the', 'cheese', 'felt', 'and', 'tasted', 'like', 'fat', 'One', 'of', 'the', 'members', 'at', 'our', 'table', 'is', 'allergic', 'to', 'tree', 'nuts', 'so', 'she', 'explained', 'that', 'to', 'the', 'waitress', 'When', 'the', 'pasta', 'arrived', 'there', 'were', 'tree', 'nuts', 'sprinkled', 'on', 'top', 'and', 'in', 'the', 'pasta', 'sauce', 'As', 'she', 'was', 'waiting', 'to', 'get', 'a', 'new', 'dish', 'they', 'told', 'her', 'it', 'would', 'be', '3', 'minutes', 'Ten', 'minutes', 'later', 'the', 'dish', 'arrived', 'However', 'we', 'waited', 'the', 'span', 'of', 'our', 'whole', 'meal', 'waiting', 'for', 'our', 'garlic', 'bread', 'to', 'come', 'Eventually', 'we', 'asked', 'the', 'waitress', 'when', 'it', 'was', 'coming', 'and', 'she', 'tried', 'to', 'play', 'it', 'off', 'as', 'if', 'we', 'did', 'not', 'order', 'it', 'The', 'warmest', 'thing', 'we', 'got', 'was', 'the', 'garlic', 'bread', 'that', 'barely', 'had', 'any', 'garlic', 'taste', 'to', 'it', 'They', 'said', 'they', 'would', 'remove', 'her', 'pasta', 'from', 'the', 'bill', 'but', 'instead', 'they', 'removed', 'the', 'price', 'of', 'the', 'vegetables', 'which', 'were', 'the', 'cheapest', 'thing', 'we', 'ordered', 'If', 'I', 'could', 'I', 'would', 'give', 'it', 'no', 'stars', 'but', 'that', 'is', 'not', 'an', 'option', 'If', 'you', 'want', 'to', 'spend', 'your', 'money', 'on', 'horrid', 'food', 'than', 'go', 'ahead', 'but', 'I', 'do', 'not', 'suggest', 'it', 'Not', 'impressed', 'I', 'should', 'have', 'gone', 'to', 'The', 'Three', 'Brewers']",2,0
540,"['This', 'place', 'looks', 'like', 'a', 'strange', 'drs', 'office', 'Its', 'oddly', 'decorated', 'and', 'its', 'huge', 'yet', 'there', 'are', 'only', '2', 'chairs', 'It', 'doesnt', 'make', 'any', 'sense', 'The', 'staff', 'is', 'unfriendly', 'Nobody', 'greets', 'you', 'you', 'just', 'sign', 'in', 'and', 'sit', 'down', 'When', 'its', 'your', 'turn', 'they', 'call', 'you', 'up', 'and', 'there', 'is', 'no', 'interaction', 'at', 'all', 'You', 'can', 'tell', 'these', 'women', 'dont', 'like', 'their', 'job', 'and', 'they', 'dont', 'care', 'about', 'customer', 'service', 'I', 'wasnt', 'even', 'asked', 'how', 'I', 'want', 'my', 'eyebrows', 'she', 'just', 'went', 'to', 'town', 'and', 'Im', 'so', 'mad', 'because', 'theyre', 'sooooo', 'thin', 'and', 'uneven', 'Biggest', 'mistake', 'of', 'my', 'life', 'They', 'looked', 'fine', 'before', 'I', 'only', 'needed', 'a', 'touch', 'up', 'She', 'went', 'so', 'fast', 'she', 'ripped', 'so', 'much', 'out', 'and', 'she', 'didnt', 'seem', 'to', 'care', 'about', 'being', 'precise', 'Now', 'my', 'right', 'eyebrow', 'is', 'further', 'right', 'than', 'it', 'should', 'be', 'and', 'who', 'knows', 'how', 'long', 'itll', 'take', 'me', 'to', 'grow', 'them', 'back', 'out', 'again', 'I', 'tried', 'this', 'place', 'because', 'its', 'right', 'by', 'my', 'house', 'and', 'I', 'didnt', 'want', 'to', 'drive', 'to', 'summerlin', 'but', 'wow', 'being', 'lazy', 'did', 'not', 'pay', 'off', 'Biggest', 'mistake', 'coming', 'here', 'Dont', 'do', 'it', 'Go', 'to', 'Diva', 'Beauty']",2,0
541,"['I', 'was', 'considering', 'joining', 'until', 'I', 'found', 'out', 'that', 'the', 'club', 'is', 'run', 'by', 'rightwing', 'conservatives', 'who', 'dont', 'hesitate', 'to', 'push', 'their', 'agenda', 'I', 'thought', 'I', 'was', 'going', 'to', 'join', 'a', 'club', 'for', 'Italians', 'and', 'Italophiles', 'not', 'a', 'political', 'party', 'So', 'if', 'you', 'love', 'Arpaio', 'and', 'Trump', 'you', 'will', 'be', 'welcome', 'here', 'If', 'you', 'dont', 'or', 'if', 'you', 'just', 'dont', 'really', 'want', 'to', 'be', 'bothered', 'by', 'politics', 'this', 'is', 'not', 'the', 'place', 'for', 'you', 'Either', 'that', 'or', 'join', 'but', 'STFU', 'if', 'you', 'disagree', 'with', 'the', 'partisan', 'politics', 'of', 'the', 'people', 'running', 'it', 'and', 'the', 'longtimers', 'It', 'is', 'certainly', 'their', 'right', 'to', 'express', 'their', 'views', 'its', 'a', 'private', 'club', 'after', 'all', 'Its', 'just', 'disappointing', 'that', 'they', 'cant', 'keep', 'that', 'garbage', 'at', 'home']",2,0
542,"['Food', 'were', 'great', 'HOWEVER', 'service', 'was', 'slow', 'The', 'food', 'came', 'out', 'in', 'an', 'ok', 'time', 'length', 'but', 'when', 'I', 'wanted', 'to', 'get', 'my', 'bill', 'it', 'took', 'forever', 'There', 'were', '3', 'waitresses', 'and', 'only', 'about', '5', 'tables', 'of', 'customers', 'with', 'avg', 'of', '4', 'ppl', 'per', 'tables', 'All', '3', 'waitresses', 'went', 'into', 'the', 'kitchen', 'for', 'not', 'sure', 'what', 'reasonThey', 'came', 'out', 'and', 'went', 'back', 'in', 'as', 'fast', 'as', 'lighting', 'After', 'the', 'table', 'behind', 'us', 'complaint', 'that', 'they', 'ordered', 'brown', 'rice', 'but', 'wasnt', 'here', 'on', 'their', 'table', 'and', 'their', 'main', 'dish', 'was', 'getting', 'cold', 'After', 'the', 'complaint', 'the', 'waitress', 'quickly', 'went', 'into', 'the', 'kitchen', 'and', 'got', 'them', 'a', 'plate', 'of', 'brown', 'rice', 'The', 'customers', 'also', 'wanted', 'to', 'reheat', 'their', 'plate', 'of', 'food', 'because', 'it', 'got', 'cold', 'Guess', 'what3', 'waitresses', 'went', 'into', 'the', 'kitchen', 'again', 'just', 'to', 'heat', 'up', 'this', 'ONE', 'plate', 'of', 'food', 'which', 'took', 'about', '5', 'min', 'I', 'was', 'sure', 'that', 'they', 'used', 'the', 'microwave', 'which', 'had', 'nothing', 'to', 'do', 'with', 'the', '3', 'waitresses', 'but', 'why', 'everyone', 'who', 'was', 'working', 'went', 'into', 'the', 'kitchen', 'to', 'help', 'out', 'Simply', 'put', 'it', 'this', 'way', 'they', 'probably', 'need', 'all', 'the', 'team', 'of', 'workers', 'to', 'just', 'operate', 'this', 'simple', 'microwave', 'Anyhow', 'I', 'was', 'trying', 'to', 'find', 'one', 'of', 'the', 'three', 'waitresses', 'to', 'get', 'my', 'bill', 'but', 'cant', 'get', 'a', 'hold', 'of', 'them', 'Apparently', 'a', 'gentleman', 'stood', 'up', 'from', 'another', 'table', 'and', 'walked', 'to', 'the', 'counter', 'to', 'just', 'paid', 'his', 'bill', 'Great', 'service', 'RIGHT']",1,2
543,"['I', 'want', 'to', 'like', 'this', 'place', 'but', 'the', 'lack', 'of', 'service', 'has', 'definitely', 'put', 'a', 'nail', 'in', 'the', 'coffin', 'in', 'it', 'for', 'me', 'I', 'have', 'ordered', 'take', 'out', 'and', 'have', 'also', 'dined', 'in', 'a', 'couple', 'of', 'times', 'each', 'For', 'take', 'out', 'I', 'had', 'to', 'wait', 'an', 'additional', '20', 'minutes', 'after', 'I', 'was', 'told', 'it', 'would', 'be', 'ready', 'in', '20', 'minutes', 'As', 'for', 'dining', 'in', 'the', 'first', 'time', 'I', 'walked', 'out', 'after', '10', 'minutes', 'of', 'not', 'being', 'acknowledged', 'The', 'second', 'time', 'the', 'entire', 'lunch', 'took', 'about', '15', 'hours', 'The', 'final', 'straw', 'was', 'today', 'when', 'I', 'tried', 'to', 'call', 'in', 'a', 'to', 'go', 'order', 'I', 'was', 'put', 'on', 'hold', 'for', '65', 'minutes', 'When', 'I', 'called', 'back', 'the', 'phone', 'was', 'off', 'of', 'the', 'hook', 'for', '3', 'attempts', 'When', 'I', 'finally', 'got', 'someone', 'on', 'the', 'line', 'they', 'proceeded', 'to', 'put', 'me', 'on', 'hold', 'again', 'for', '2', 'minutes', 'and', 'whomever', 'picked', 'up', 'the', 'phone', 'thereafter', 'was', 'extremely', 'rude', 'I', 'will', 'never', 'order', 'or', 'go', 'to', 'Nunthaporns', 'again']",1,0
544,"['12', 'for', 'two', 'tacos', 'and', 'a', 'courtesy', 'glass', 'of', 'water', 'in', 'a', 'walk', 'up', 'order', 'line', 'Nice', 'interior', 'and', 'tasty', 'fast', 'food', 'but', 'small', 'portions', 'which', 'makes', 'it', 'not', 'so', 'great', 'of', 'a', 'value']",0,1
545,"['Now', 'that', 'emission', 'testing', 'is', 'free', 'at', 'least', 'here', 'in', 'Ontario', 'I', 'wont', 'be', 'going', 'back', 'to', 'Mr', 'Lube', 'ever', 'Instead', 'I', 'will', 'go', 'to', 'my', 'own', 'mechanic']",0,1
546,"['In', 'all', 'honesty', 'this', 'restaurant', 'is', 'always', 'the', 'LAST', 'resort', 'There', 'will', 'always', 'be', 'a', 'better', 'restaurant', 'until', 'past', '11', 'PM', 'when', 'everywhere', 'else', 'is', 'closed', 'Im', 'always', 'in', 'the', 'area', 'so', 'Perfect', 'always', 'pop', 'ups', 'when', 'someone', 'is', 'hungry', 'It', 'is', 'a', 'Scarborough', 'landmark', 'and', 'is', 'open', '24', 'hours', 'People', 'are', 'drawn', 'to', 'order', 'from', 'their', '247', 'dim', 'sum', 'menu', 'I', 'have', 'been', 'eating', 'here', 'once', 'and', 'a', 'while', 'for', 'over', '10', 'years', 'With', 'some', 'menu', 'items', 'there', 'is', 'no', 'space', 'for', 'error', 'like', 'congee', 'or', 'anything', 'deep', 'fried', 'Consistent', 'and', 'simple', 'The', 'complex', 'dishes', 'such', 'as', 'chow', 'mein', 'will', 'come', 'with', 'different', 'recipesingredients', 'depending', 'on', 'todays', 'cook', 'The', 'service', 'is', 'a', 'whole', 'different', 'story', 'Its', 'clear', 'that', 'the', 'waiters', 'are', 'overworked', 'and', 'find', 'little', 'happiness', 'or', 'meaningfulness', 'in', 'their', 'job', 'because', 'they', 'are', 'stern', 'and', 'interact', 'as', 'minimally', 'as', 'possible', 'with', 'guests', 'Almost', 'as', 'if', 'they', 'have', 'so', 'many', 'horror', 'stories', 'between', 'difficult', 'customers', 'which', 'Im', 'sure', 'is', 'all', 'too', 'often', 'considering', 'they', 'get', 'the', 'night', 'owls', 'with', 'postpartying', 'munchies', 'that', 'they', 'do', 'not', 'care', 'for', 'the', 'impression', 'they', 'leave', 'on', 'guests', 'Servers', 'I', 'recognize', 'have', 'worked', 'here', 'for', 'years', 'always', 'appear', 'pissed', 'off', 'On', 'one', 'occasion', 'I', 'waited', 'over', '45', 'minutes', 'between', '2', 'dishes', 'in', 'a', 'single', 'order', 'It', 'was', 'thrown', 'onto', 'my', 'table', 'with', 'bad', 'attitude', 'because', 'I', 'checked', 'up', 'on', 'its', 'status', 'with', 'the', 'servers', 'twice', 'I', 'didnt', 'leave', 'a', 'tip', 'when', 'paying', 'Without', 'thanks', 'and', 'after', 'counting', 'the', 'money', 'in', 'front', 'of', 'us', 'the', 'server', 'raised', 'her', 'voice', 'saying', 'NO', 'TIP', 'Yes', 'no', 'tip', 'I', 'dont', 'tip', 'shit', 'service', 'Another', 'day', 'I', 'came', 'in', 'at', '6AM', 'There', 'were', '2', 'other', 'guests', 'in', 'the', 'restaurant', 'All', 'was', 'fine', 'and', 'well', 'until', 'I', 'caught', 'sight', 'of', 'a', 'staff', 'picking', 'up', 'GARBAGE', 'including', 'dirty', 'tissue', 'and', 'bones', 'off', 'the', 'floor', 'with', 'KITCHEN', 'TONGS', 'And', 'no', 'they', 'were', 'not', 'marked', 'tongs', 'for', 'garbage', 'there', 'must', 'have', 'been', 'tons', 'of', 'the', 'same', 'kind', 'used', 'for', 'food', 'And', 'then', 'we', 'flipped', 'the', 'lid', 'of', 'our', 'tea', 'pot', 'to', 'request', 'more', 'tea', 'and', 'there', 'was', 'what', 'looked', 'like', 'dark', 'crusted', 'slimy', 'tea', 'leaves', 'or', 'mold', 'on', 'the', 'underside', 'of', 'the', 'lid', 'There', 'is', 'a', 'serious', 'negligence', 'for', 'the', 'health', 'and', 'safety', 'at', 'this', 'restaurant', 'and', 'I', 'cant', 'imagine', 'the', 'state', 'of', 'cleanliness', 'at', 'the', 'back', 'of', 'housekitchen', 'where', 'your', 'food', 'is', 'cooked', 'Sadly', 'people', 'arent', 'able', 'to', 'see', 'this', 'far', 'or', 'at', 'least', 'at', 'how', 'poorly', 'its', 'owners', 'operate', 'this', 'business', 'and', 'will', 'continue', 'to', 'dine', 'here']",1,0
547,"['Probably', 'a', '35', 'I', 'like', 'the', 'short', 'line', 'for', 'Pearl', 'members', 'Buffet', 'itself', 'is', 'small', 'and', 'limited', 'the', 'choices', 'are', 'ok', 'but', 'not', 'great', 'Prime', 'rib', 'was', 'delicious', 'but', 'fairly', 'common', 'at', 'buffets', 'Nothing', 'special', 'here', 'really', 'Spend', 'a', 'few', 'more', 'dollars', 'and', 'go', 'next', 'door', 'to', 'Wicked', 'Spoon', 'at', 'Cosmo', 'instead']",1,2
548,"['I', 'have', 'always', 'been', 'a', 'fan', 'of', 'Cowboy', 'Caio', 'for', 'dinner', 'but', 'thought', 'I', 'would', 'try', 'Brunch', 'when', 'I', 'had', 'a', 'friend', 'in', 'town', 'from', 'Hawaii', 'who', 'wanted', 'an', 'Old', 'Town', 'Scottsdale', 'experience', 'Great', 'food', 'I', 'had', 'eggs', 'and', 'hash', 'The', 'service', 'was', 'unattentive', 'asking', 'for', 'pepper', 'Not', 'on', 'the', 'table', 'had', 'to', 'ask', 'twice', 'for', 'Iced', 'Tea', 'refills', 'and', 'there', 'were', 'only', '6', 'tables', 'Overall', 'Ill', 'be', 'back', 'for', 'dinner', 'but', 'probably', 'not', 'for', 'lunchbrunch', '6000', 'for', 'two', 'No', 'alcohol', 'is', 'a', 'little', 'steep', 'for', 'no', 'value', 'adds', 'ie', 'A', 'homemade', 'mini', 'muffin', 'basket', 'upon', 'arrival', 'etc', 'and', 'unattentive', 'service']",0,2
