,input_words,predicted_label,gold_label
349,"['Decent', 'prices', 'but', 'produce', 'is', 'poor', 'quality', 'the', 'lines', 'are', 'long', 'there', 'are', 'never', 'any', 'carts', 'handy', 'and', 'if', 'there', 'are', 'they', 'are', 'the', 'dodgy', 'broken', 'ones', 'The', 'cashiers', 'are', 'quite', 'nice', 'and', 'they', 'are', 'good', 'about', 'returns']",1,1
350,"['CenturyLink', 'is', 'the', 'most', 'dishonest', 'company', 'I', 'have', 'ever', 'dealt', 'with', 'I', 'was', 'promised', 'a', 'price', 'when', 'agreeing', 'to', 'a', 'new', 'contract', 'I', 'was', 'then', 'overcharged', '2050', 'each', 'time', 'for', '4', 'months', 'in', 'a', 'row', 'and', 'every', 'month', 'Ive', 'had', 'to', 'call', 'in', 'just', 'to', 'hear', 'a', 'brand', 'new', 'lie', 'I', 'ended', 'up', 'getting', 'a', 'one', 'time', 'credit', 'each', 'time', 'and', 'an', 'empty', 'promise', 'that', 'my', 'bill', 'next', 'month', 'would', 'be', 'finally', 'accurate', 'Lies', 'Each', 'month', 'is', 'another', 'overcharge', 'and', 'another', 'excuselie', 'Two', 'days', 'ago', 'I', 'called', 'and', 'was', 'told', 'by', 'agent', 'that', 'there', 'is', 'nothing', 'I', 'can', 'do', 'for', 'you', 'Is', 'that', 'what', 'you', 'tell', 'a', 'customer', 'after', 'overcharging', 'and', 'lying', 'Then', 'I', 'talked', 'to', 'a', 'supervisor', 'and', 'she', 'said', 'that', 'they', 'have', 'a', 'glitch', 'in', 'the', 'billing', 'system', 'and', 'has', 'been', 'overcharging', 'customers', 'for', 'many', 'many', 'months', 'and', 'the', 'issue', 'still', 'has', 'not', 'been', 'fixed', 'and', 'dont', 'know', 'when', 'it', 'will', 'be', 'How', 'can', 'such', 'a', 'large', 'company', 'not', 'fix', 'a', 'billing', 'glitch', 'in', 'a', 'week', 'vs', 'months', 'on', 'end', 'with', 'no', 'end', 'in', 'sight', 'I', 'was', 'also', 'told', 'that', 'I', 'would', 'receive', 'a', 'letter', 'explaining', 'the', 'glitch', 'and', 'that', 'I', 'will', 'be', 'credited', 'the', 'overcharge', 'once', 'the', 'issue', 'is', 'fixed', 'I', 'have', 'ZERO', 'confidence', 'in', 'this', 'company', 'and', 'ZERO', 'confidence', 'they', 'will', 'actually', 'automatically', 'give', 'me', 'the', 'credits', 'without', 'me', 'calling', 'in', 'and', 'listening', 'to', 'more', 'lies', 'Centurylink', 'should', 'be', 'sued']",0,0
351,"['We', 'couldnt', 'wait', 'to', 'try', 'this', 'restaurant', 'Unfortunately', 'it', 'did', 'not', 'live', 'up', 'to', 'expectations', 'We', 'started', 'with', 'cornbread', 'muffins', 'My', 'cornbread', 'muffins', 'are', 'much', 'better', 'And', 'Im', 'not', 'a', 'professional', 'chef', 'Then', 'we', 'had', 'the', 'po', 'boys', 'and', 'gumbo', 'on', 'the', 'side', 'The', 'bread', 'was', 'delicious', 'the', 'sandwiches', 'overall', 'were', 'just', 'alright', 'The', 'catfish', 'poboy', 'had', 'the', 'fish', 'put', 'in', 'last', 'so', 'it', 'was', 'only', 'in', 'one', 'bite', 'in', 'three', 'That', 'gumbo', 'was', 'not', 'what', 'I', 'was', 'expecting', 'it', 'all', 'it', 'looked', 'and', 'tasted', 'like', 'pork', 'stew', 'No', 'seafood', 'barely', 'any', 'andouille', 'My', 'father', 'and', 'I', 'were', 'eating', 'and', 'having', 'the', 'exact', 'same', 'thought', 'I', 'miss', 'Baby', 'Kays', 'Unfortunately', 'this', 'place', 'is', 'quite', 'a', 'bit', 'more', 'expensive', 'than', 'Baby', 'Kays', 'was', 'I', 'dont', 'think', 'Ill', 'be', 'back', 'Which', 'sucks', 'because', 'its', 'right', 'down', 'the', 'street', 'from', 'my', 'house']",1,1
352,"['Never', 'come', 'back', 'Worse', 'service', 'worse', 'food', 'The', 'rice', 'is', 'undercooked', 'mussels', 'are', 'rubbery', 'Just', 'one', 'comment', 'my', 'homecooking', 'is', 'better', 'than', 'this', 'They', 'claimed', 'to', 'give', 'u', 'a', 'free', 'take', 'out', 'with', 'a', 'purchase', 'of', 'certain', 'dish', 'they', 'never', 'come', 'Even', 'Ive', 'asked', 'they', 'pretended', 'never', 'happened', 'because', 'you', 'have', 'paid', 'your', 'bill', 'For', 'a', 'hundred', 'dollars', 'meal', 'for', 'my', 'family', 'I', 'rather', 'buy', 'few', 'steaks', 'or', 'salmon', 'to', 'cook', 'at', 'home', 'Worse', 'come', 'to', 'worse', 'their', 'funnel', 'cake', 'is', 'garbage', 'I', 'never', 'write', 'any', 'comments', 'in', 'my', 'life', 'but', 'I', 'must', 'today', 'I', 'regreted', 'never', 'check', 'this', 'app', 'before', 'I', 'go', 'I', 'hope', 'you', 'wont', 'be', 'the', 'next', 'victim']",0,0
353,"['I', 'dont', 'even', 'know', 'where', 'to', 'start', 'So', 'I', 'had', 'a', 'car', 'repaired', 'at', 'their', 'shop', 'and', 'never', 'expect', 'the', 'outcome', 'My', 'girlfriend', 'got', 'her', 'car', 'back', 'on', 'March', '2', 'They', 'have', 'told', 'her', 'they', 'brought', 'her', 'car', 'to', 'the', 'dealership', 'to', 'make', 'sure', 'everything', 'works', 'but', 'that', 'was', 'a', 'lie', 'They', 'told', 'her', 'on', 'that', 'day', 'she', 'got', 'her', 'car', 'that', 'the', 'technician', 'came', 'to', 'them', 'and', 'worked', 'on', 'it', 'and', 'they', 'are', 'certified', 'Not', 'to', 'be', 'rude', 'but', 'apparently', 'that', 'tech', 'that', 'worked', 'on', 'it', 'never', 'do', 'it', 'right', 'because', 'the', 'speaker', 'wasnt', 'working', 'and', 'they', 'said', 'they', 'made', 'sure', 'everything', 'work', 'and', 'did', 'a', 'road', 'test', 'Another', 'thing', 'is', 'that', 'I', 'noticed', 'there', 'was', 'paint', 'on', 'the', 'passenger', 'rear', 'seatbelt', 'To', 'me', 'thats', 'a', 'sloppy', 'job', 'So', 'overall', 'my', 'experience', 'with', 'this', 'shop', 'wasnt', 'they', 'way', 'I', 'expected', 'when', 'its', 'a', '45', 'star', 'rating', 'Theres', 'much', 'more', 'to', 'it', 'but', 'it', 'aint', 'worth', 'wasting', 'my', 'time', 'on', 'telling']",0,0
354,"['Terrible', 'massage', 'You', 'barely', 'have', 'a', 'towel', 'covering', 'you', 'and', 'they', 'dont', 'ask', 'you', 'if', 'you', 'have', 'any', 'medical', 'issues', 'or', 'areas', 'that', 'you', 'want', 'focused', 'on', 'The', 'massage', 'was', 'way', 'too', 'rough', 'and', 'the', 'therapist', 'even', 'burned', 'me', 'with', 'the', 'hot', 'stones', 'I', 'will', 'not', 'be', 'back', 'Very', 'disappointed']",0,0
355,"['been', 'here', 'well', 'over', '50', 'times', 'since', 'i', 'live', 'down', 'the', 'street', 'but', 'i', 'got', 'white', 'guy', 'charged', 'last', 'time', 'i', 'think', 'lol', 'my', 'burrito', 'was', '60', 'cents', 'over', 'the', 'menu', 'and', 'a', 'credit', 'card', 'fee', 'of', '49', 'cents', 'and', 'the', 'lady', 'sat', 'there', 'a', 'swept', 'the', 'floor', 'for', '5mins', 'at', 'least', 'while', 'i', 'stood', 'there', 'probably', 'will', 'not', 'go', 'back', 'n', 'i', 'liked', 'there', 'carne', 'asada', 'have', 'fun', 'with', 'my', 'extra', 'buck', 'guys']",1,1
356,"['We', 'came', 'on', 'a', 'Tuesday', 'evening', 'and', 'ordered', 'a', '10oz', 'Juicy', 'Lucy', 'burger', 'american', 'cheese', 'lettuce', 'grilled', 'onion', 'and', 'mushrooms', 'bbq', 'sauce', 'with', 'a', 'fried', 'egg', 'for', 'the', 'sides', 'french', 'fries', 'and', 'mozzarella', 'sticks', 'We', 'used', 'a', '12', 'for', '25', 'groupon', 'plus', '4', 'bucks', '3', 'MOZZARELLA', 'BALLS', 'for', '7', 'ROBBERY', 'tasted', 'like', 'something', 'that', 'came', 'from', 'Smiths', 'frozen', 'food', 'and', 'put', 'it', 'on', 'a', 'nice', 'plate', '6', 'bucks', 'for', 'french', 'fries', 'at', 'least', '2', 'people', 'can', 'share', 'it', 'again', 'nothing', 'special', 'tall', 'and', 'thin', 'crispy', 'They', 'wont', 'cut', 'the', 'burger', 'for', 'you', 'No', 'extra', 'knives', 'Henrys', 'Burgers', 'is', 'way', 'better', 'and', 'they', 'give', 'you', '2', 'patties', 'But', 'with', 'honesty', 'overall', 'the', 'burger', 'was', 'good', 'It', 'was', 'cooked', 'well', 'done', 'I', 'was', 'hoping', 'for', 'a', 'bit', 'red', 'especially', 'for', 'gourmet', 'style', 'I', 'dont', 'even', 'know', 'why', 'we', 'tipped', 'the', 'watiress', 'didnt', 'help', 'us', 'for', 'nothin', 'we', 'took', 'our', 'own', 'order', 'All', 'she', 'did', 'was', 'hand', 'us', 'our', 'food', 'and', 'gave', 'a', 'check', 'The', 'bus', 'boy', 'was', 'the', 'one', 'that', 'refilled', 'our', 'drinks', 'Even', 'with', 'the', 'Groupon', 'deal', 'it', 'was', 'theft', 'Dont', 'come', 'here', 'The', 'counter', 'is', 'a', 'better', 'recommendation']",1,1
357,"['On', 'Saturday', 'evening', 'October', '7th', 'we', 'called', 'in', 'to', 'make', 'a', 'reservation', 'the', 'lady', 'on', 'the', 'call', 'informed', 'us', 'theres', 'a', 'two', 'hour', 'wait', 'and', 'put', 'our', 'name', 'on', 'the', 'wait', 'list', 'for', '9pm', 'We', 'got', 'here', 'all', 'the', 'way', 'from', 'north', 'Charlotte', 'to', 'have', 'a', 'peaceful', 'diner', 'We', 'made', 'there', 'to', 'find', 'out', 'theres', 'been', 'no', 'reservation', 'on', 'our', 'name', 'We', 'showed', 'her', 'the', 'call', 'log', 'which', 'after', 'looking', 'as', 'well', 'they', 'refused', 'to', 'accept', 'us', 'Pathetic', 'management', 'the', 'simplest', 'thing', 'they', 'could', 'do', 'put', 'us', 'on', 'the', 'log', 'that', 'too', 'they', 'failed', 'to', 'do', 'On', 'the', 'contrary', 'the', 'lady', 'at', 'the', 'front', 'desk', 'didnt', 'even', 'make', 'any', 'efforts', 'to', 'make', 'it', 'work', 'she', 'just', 'said', 'Ill', 'have', 'to', 'put', 'you', 'on', 'the', 'waitlist', 'again', 'I', 'would', 'never', 'come', 'back', 'here', 'and', 'wouldnt', 'recommend', 'to', 'anyone', 'You', 'guys', 'disappointed', 'us']",0,0
358,"['This', 'company', 'has', 'totally', 'destroyed', 'our', 'townhouse', 'property', 'If', 'you', 'dont', 'want', 'grass', 'or', 'bushes', 'they', 'can', 'make', 'that', 'happened', 'This', 'summer', 'our', 'greenbelt', 'consisted', 'of', 'dirt', 'and', 'weeds', 'literally', 'we', 'did', 'not', 'have', '1', 'blade', 'of', 'grass', 'the', 'green', 'part', 'was', 'weeds', 'Pat', 'used', 'some', 'lame', 'excuse', 'why', 'it', 'happened', 'They', 'would', 'not', 'take', 'responsibility', 'that', 'they', 'failed', 'to', 'water', 'They', 'did', 'nothing', 'to', 'rectify', 'the', 'situation', 'To', 'top', 'it', 'off', 'they', 'would', 'mow', 'the', 'dirt', 'so', 'that', 'they', 'could', 'charge', 'us', 'Four', 'to', 'five', 'months', 'we', 'had', 'endured', 'these', 'views', 'which', 'were', 'very', 'upsetting', 'This', 'fall', 'for', 'the', 'over', 'seed', 'they', 'threw', 'the', 'seed', 'on', 'the', 'dirt', 'and', 'weeds', 'they', 'never', 'prepared', 'our', 'lawn', 'Our', 'lawn', 'now', 'consist', 'of', 'bare', 'spots', 'and', 'weeds', 'they', 'have', 'done', 'nothing', 'to', 'fix', 'our', 'grass', 'We', 'have', 'lost', 'a', 'large', 'number', 'of', 'bushes', 'because', 'they', 'never', 'checked', 'the', 'drip', 'lines', 'Some', 'townhomes', 'have', 'no', 'bushes', 'at', 'all', 'left', 'Pats', 'excuse', 'of', 'course', 'was', 'the', 'heat', 'but', 'many', 'of', 'the', 'bushes', 'were', 'dead', 'before', 'the', 'summer', 'hit', 'The', 'bushes', 'that', 'are', 'left', 'many', 'of', 'them', 'look', 'so', 'shabby', 'They', 'have', 'no', 'clue', 'on', 'how', 'to', 'shape', 'a', 'bush', 'they', 'just', 'cut', 'the', 'top', 'off', 'Our', 'property', 'has', 'lost', 'its', 'curb', 'appeal', 'They', 'have', 'no', 'clue', 'how', 'to', 'trimmed', 'or', 'shape', 'trees', 'They', 'were', 'supposed', 'to', 'fix', 'our', 'retention', 'and', 'add', 'more', 'rip', 'rap', 'Another', 'project', 'they', 'scammed', 'us', 'on', 'They', 'dug', 'up', 'the', 'old', 'rock', 'and', 'laid', 'it', 'back', 'on', 'top', 'This', 'area', 'had', 'beautiful', 'landscaping', 'a', 'few', 'years', 'ago', 'they', 'had', 'to', 'work', 'hard', 'to', 'destroy', 'it', 'It', 'is', 'very', 'upsetting', 'Please', 'do', 'not', 'hire', 'these', 'people']",0,0
359,"['So', 'much', 'smaller', 'than', 'we', 'anticipated', 'especially', 'for', 'the', 'cost', 'of', 'admission', 'Had', 'a', 'toddler', 'in', 'a', 'stroller', 'and', 'there', 'was', 'a', 'lot', 'of', 'elevator', 'travel', 'which', 'was', 'annoying', 'especially', 'since', 'the', 'elevators', 'were', 'really', 'small', 'There', 'was', 'little', 'signage', 'throughout', 'Nice', 'clean', 'tanks', 'and', 'a', 'nice', 'variety', 'of', 'creatures', 'but', 'the', 'ambience', 'was', 'lacking', 'Dark', 'walls', 'and', 'some', 'blue', 'neon', 'lights', 'along', 'the', 'floor', 'w', 'a', 'few', 'video', 'displays', 'Felt', 'stark', 'There', 'was', 'a', 'lot', 'of', 'empty', 'space', 'so', 'they', 'filled', 'it', 'with', 'a', 'water', 'table', 'and', 'tables', 'for', 'coloring', 'printouts', 'Thats', 'stuff', 'they', 'can', 'do', 'at', 'home', 'Overall', 'none', 'of', 'us', 'were', 'impressed', 'I', 'will', 'not', 'recommend', 'this', 'place', 'to', 'our', 'out', 'of', 'town', 'guests', 'There', 'is', 'a', 'smaller', 'aquarium', 'in', 'Tempe', 'that', 'is', 'far', 'more', 'affordable', 'and', 'more', 'interesting', 'If', 'you', 'want', 'a', 'truly', 'great', 'aquarium', 'experience', 'travel', 'to', 'Chicago', 'for', 'the', 'Shedd']",1,1
360,"['Poor', 'service', 'at', 'Magnolia', 'Went', 'in', 'to', 'inquire', 'on', 'sound', 'bar', 'plus', 'flat', 'screen', 'wall', 'mount', 'Overpriced', 'plus', 'service', 'was', 'not', 'friendly', 'Took', 'my', 'business', 'somewhere', 'else']",0,0
361,"['This', 'place', 'was', 'garbage', 'The', 'meat', 'was', 'cooked', 'like2', 'days', 'ago', 'with', 'no', 'seasoning', 'Over', 'priced', 'extreme', 'poor', 'service', 'Do', 'not', 'go', 'Choose', 'something', 'else', 'Or', 'just', 'liquor']",0,0
362,"['went', 'there', 'last', 'night', 'not', 'impressed', 'with', 'their', 'produce', 'dept', 'I', 'have', 'seen', 'a', 'better', 'selection', 'in', 'other', 'stores', 'that', 'do', 'not', 'brag', 'about', 'their', 'farm', 'fresh', 'fruit', 'and', 'veggies', 'This', 'is', 'the', 'second', 'time', 'I', 'have', 'purchased', 'stale', 'protein', 'bars', 'This', 'time', 'it', 'is', 'not', 'an', 'out', 'dated', 'expiration', 'date', 'but', 'last', 'time', 'the', 'ones', 'I', 'bought', 'were', 'expired', 'I', 'took', 'them', 'home', 'with', 'out', 'realizing', 'it', 'I', 'dont', 'live', 'close', 'to', 'the', 'store', 'so', 'not', 'worth', 'taking', 'them', 'back', 'I', 'am', 'also', 'frustrated', 'when', 'they', 'are', 'out', 'of', 'items', 'I', 'came', 'in', 'to', 'buy', 'I', 'dont', 'like', 'to', 'shop', 'and', 'I', 'dont', 'have', 'a', 'lot', 'of', 'time', 'to', 'do', 'so', 'I', 'am', 'not', 'happy', 'when', 'the', 'things', 'I', 'needed', 'are', 'not', 'in', 'stock', 'or', 'under', 'stocked', 'and', 'I', 'have', 'to', 'go', 'to', 'another', 'store']",0,0
363,"['AmericanItalian', 'macaroni', 'and', 'cheese', 'is', 'available', 'as', 'cheddar', 'mac', 'pepper', 'jack', 'mac', 'or', 'asiage', 'blue', 'mac', 'yummy', 'Patrons', 'also', 'can', 'choose', 'a', 'pasta', '9', 'glutenfree', 'available', 'and', 'a', 'sauce', 'and', 'add', 'ingrelients', 'for', '50', 'cent', 'each', 'and', 'proteins', 'for', '150', 'each']",1,1
364,"['Service', 'here', 'is', 'hit', 'and', 'miss', 'We', 'sat', 'in', 'the', 'far', 'section', 'waited', 'for', '20', 'minutes', 'and', 'then', 'finally', 'had', 'to', 'find', 'a', 'server', 'for', 'assistance', 'Finally', 'got', 'our', 'cocktails', 'then', 'no', 'one', 'ever', 'checked', 'on', 'us', 'for', 'a', 'second', 'round', 'We', 'were', 'there', 'for', 'an', 'hour', 'and', 'then', 'decided', 'to', 'go', 'to', 'another', 'hotel', 'Mentioned', 'to', 'the', 'hostess', 'that', 'no', 'one', 'was', 'checking', 'on', 'our', 'section', 'she', 'apologized', 'but', 'really', 'didnt', 'seem', 'to', 'care', 'as', 'she', 'was', 'busy', 'talking', 'and', 'joking', 'around', 'with', 'the', 'server', 'Asked', 'to', 'speak', 'to', 'a', 'manager', 'and', 'she', 'offered', 'to', 'call', 'housekeeping', 'for', 'us', 'For', 'a', 'diamond', 'lounge', 'unbelievably', 'bad', 'experience', 'I', 'would', 'expect', 'better', 'That', 'was', 'our', 'second', 'time', 'our', 'first', 'experience', 'there', 'was', 'much', 'better', 'The', 'only', 'reason', 'I', 'gave', 'more', 'than', '1', 'star']",1,1
365,"['This', 'was', 'my', 'favorite', 'bagel', 'shop', 'for', 'many', 'years', 'Unfortunately', 'the', 'quality', 'and', 'quantity', 'has', 'significantly', 'dropped', 'over', 'the', 'past', '18', 'months', 'or', 'so', 'Now', 'serving', 'bagel', 'THINS', 'Not', 'only', 'was', 'my', 'bagel', 'thin', 'it', 'was', 'also', 'smashed', '12', 'the', 'size', 'they', 'used', 'to', 'be', 'Id', 'have', 'to', 'order', 'a', 'second', 'one', 'to', 'get', 'full', 'Its', 'a', 'shame', 'to', 'see', 'this', 'place', 'go', 'down']",1,1
366,"['We', 'were', 'disappointed', 'after', 'our', 'meal', 'I', 'ordered', 'chicken', 'marsala', 'and', 'it', 'was', 'tasteless', 'My', 'daughter', 'had', 'the', 'Alfredo', 'and', 'it', 'was', 'also', 'bland', 'the', 'sauce', 'rather', 'runny', 'My', 'son', 'had', 'no', 'complaint', 'about', 'his', 'meatball', 'sub', 'My', 'husband', 'had', 'linguine', 'with', 'clam', 'sauce', 'which', 'he', 'felt', 'was', 'oksmall', 'portion', 'There', 'were', 'not', 'many', 'others', 'in', 'the', 'restaurant', 'and', 'it', 'had', 'just', 'opened', 'a', 'couple', 'weeks', 'before', 'I', 'assumed', 'the', 'service', 'would', 'be', 'outstanding', 'considering', 'this', 'and', 'that', 'the', 'last', 'restaurant', 'in', 'that', 'space', 'didnt', 'last', 'a', 'year', 'but', 'the', 'service', 'wasnt', 'great', 'The', 'I', 'assume', 'owner', 'or', 'manager', 'was', 'there', 'but', 'never', 'bothered', 'to', 'acknowledge', 'us', 'even', 'though', 'he', 'walked', 'past', 'our', 'table', 'several', 'times', 'We', 'will', 'not', 'be', 'returning', 'to', 'Amicis', 'which', 'is', 'disappointing', 'because', 'it', 'is', 'near', 'our', 'home', 'and', 'we', 'had', 'every', 'intention', 'of', 'frequenting', 'it', 'often']",0,0
367,"['Customer', 'Service', '15', 'Terrible', 'service', 'they', 'rushed', 'us', 'to', 'leave', 'even', 'though', 'tables', 'werent', 'full', 'Theres', 'no', 'line', 'up', 'so', 'why', 'the', 'rush', 'Overall', 'rude', 'and', 'not', 'attentive', 'during', 'dinner', 'service', 'Food', '25', 'Food', 'quality', 'was', 'sub', 'par', 'Not', 'worth', 'coming', 'here', 'when', 'Tenichi', 'and', 'Matsuda', 'are', 'all', 'relatively', 'the', 'same', 'price', 'that', 'offer', 'better', 'quality']",1,1
368,"['After', 'a', 'wonderful', 'experience', 'with', 'this', 'chain', 'in', 'San', 'Antonio', 'my', 'husband', 'and', 'I', 'decided', 'this', 'would', 'be', 'the', 'place', 'to', 'host', 'my', 'inlaws', '50th', 'Anniversary', 'family', 'celebration', 'The', 'ease', 'of', 'making', 'the', 'reservations', 'online', 'lead', 'me', 'to', 'believe', 'that', 'the', 'evening', 'would', 'be', 'a', 'smooth', 'and', 'enjoyable', 'Unfortunately', 'that', 'evening', 'my', 'husband', 'was', 'held', 'up', 'at', 'work', 'and', 'we', 'were', 'about', 'an', 'half', 'an', 'hour', 'later', 'than', 'our', 'reservation', 'The', 'host', 'at', 'the', 'restaurant', 'did', 'a', 'wonderful', 'job', 'seating', 'our', 'party', 'and', 'starting', 'the', 'meal', 'as', 'we', 'had', 'texted', 'the', 'family', 'explaining', 'our', 'situation', 'Even', 'upon', 'our', 'arrival', 'the', 'servers', 'were', 'very', 'helpful', 'in', 'getting', 'my', 'husband', 'and', 'me', 'seated', 'As', 'the', 'meats', 'were', 'circulated', 'to', 'our', 'table', 'my', 'husband', 'and', 'I', 'had', 'to', 'continually', 'catch', 'the', 'servers', 'attention', 'Being', 'a', 'slightly', 'larger', 'party', 'of', 'eight', 'I', 'did', 'not', 'think', 'that', 'was', 'a', 'number', 'that', 'would', 'allow', 'members', 'to', 'be', 'overlooked', 'After', 'about', '45', 'minutes', 'it', 'seems', 'the', 'font', 'of', 'house', 'manager', 'noticed', 'our', 'issue', 'and', 'was', 'very', 'helpful', 'sending', 'servers', 'to', 'us', 'and', 'even', 'asking', 'if', 'we', 'were', 'waiting', 'for', 'something', 'particular', 'But', 'due', 'to', 'our', 'later', 'arrival', 'as', 'the', 'rest', 'of', 'our', 'party', 'were', 'enjoying', 'conversation', 'and', 'the', 'market', 'bar', 'the', 'meat', 'stopped', 'arriving', 'along', 'with', 'all', 'servers', 'They', 'all', 'seemed', 'to', 'have', 'migrated', 'to', 'a', 'different', 'portion', 'of', 'the', 'restaurant', 'The', 'other', 'issue', 'I', 'had', 'with', 'the', 'evening', 'was', 'that', 'all', 'the', 'meat', 'except', 'the', 'steak', 'was', 'very', 'dry', 'and', 'over', 'cooked', 'As', 'our', 'reservation', 'was', 'at', '6pm', 'I', 'cant', 'imagine', 'this', 'was', 'because', 'the', 'meat', 'had', 'cooked', 'too', 'long', 'during', 'service', 'It', 'was', 'a', 'Thursday', 'evening', 'with', 'Im', 'sure', 'slower', 'traffic', 'than', 'a', 'weekend', 'but', 'I', 'would', 'have', 'thought', 'the', 'kitchen', 'would', 'be', 'aware', 'of', 'how', 'many', 'reservations', 'and', 'on', 'average', 'how', 'much', 'of', 'which', 'dishes', 'move', 'during', 'an', 'evening', 'and', 'would', 'adjust', 'accordingly', 'Sadly', 'to', 'say', 'that', 'does', 'not', 'seem', 'to', 'be', 'the', 'case', 'as', 'chicken', 'pork', 'and', 'even', 'sausage', 'were', 'all', 'dry', 'and', 'over', 'cooked', 'The', 'bottom', 'line', 'is', 'that', 'I', 'left', 'an', 'all', 'you', 'can', 'eat', 'restaurant', 'hungry', 'Next', 'time', 'I', 'am', 'looking', 'for', 'a', 'Brazilian', 'dinning', 'experience', 'I', 'will', 'try', 'a', 'locally', 'owned', 'establishment']",1,1
369,"['Im', 'wondering', 'if', 'I', 'MUST', 'buy', 'the', 'shoes', 'with', 'the', 'reason', 'I', 'tried', 'it', 'for', '5', 'minutes', 'My', 'boyfriend', 'went', 'there', 'and', 'tried', 'a', 'pair', 'of', 'shoes', 'for', '5', 'min', 'When', 'he', 'wanted', 'to', 'pay', 'he', 'wasnt', 'not', 'able', 'to', 'do', 'because', 'of', 'error', 'of', 'his', 'card', 'And', 'he', 'just', 'wanted', 'to', 'give', 'it', 'up', 'But', 'the', 'clark', 'didnt', 'let', 'him', 'go', 'and', 'forced', 'him', 'to', 'buy', 'it', 'for', 'the', 'reason', 'that', 'hed', 'tried', 'it', 'And', '45', 'people', 'there', 'surrounded', 'him', 'until', 'he', 'paid', 'which', 'has', 'made', 'him', 'so', 'frightened', 'I', 'just', 'wanna', 'know', 'whether', 'it', 'is', 'normal', 'that', 'SHOULD', 'buy', 'because', 'I', 'tried', 'Or', 'it', 'happened', 'ONLY', 'to', 'me']",0,0
370,"['Most', 'deplorable', 'and', 'irresponsible', 'service', 'I', 'have', 'ever', 'received', 'Sent', 'certified', 'letter', 'and', 'was', 'tracking', 'its', 'delivery', 'The', 'letter', 'arrived', 'at', 'the', 'station', 'and', 'even', 'went', 'out', 'for', 'delivery', 'What', 'happened', 'next', 'is', 'a', 'mystery', 'The', 'letter', 'never', 'got', 'to', 'its', 'location', 'Inquired', 'online', 'and', 'was', 'blown', 'off', 'Stopped', 'in', 'to', 'facility', 'and', 'everyone', 'there', 'was', 'on', 'crack', 'The', 'mail', 'carrier', 'himself', 'did', 'not', 'receive', 'it', 'No', 'apology', 'no', 'refund', 'Called', 'the', 'central', 'office', 'to', 'get', 'this', 'resolved', 'Your', 'going', 'to', 'love', 'this', 'partthey', 'forwarded', 'me', 'back', 'to', 'the', 'Warrensville', 'Center', 'road', 'location', 'like', 'I', 'was', 'being', 'detoured', 'Again', 'inquired', 'with', 'carrier', 'He', 'was', 'crazy', 'from', 'all', 'the', 'heat', 'Id', 'stay', 'away', 'Just', 'sayin']",0,0
371,"['Heres', 'my', 'problem', 'with', 'this', 'store', 'The', 'low', 'prices', 'tempt', 'me', 'to', 'buy', 'mens', 'gift', 'sets', 'but', 'each', 'time', 'I', 'get', 'them', 'home', 'to', 'find', 'a', 'defective', 'item', 'Last', 'year', 'it', 'was', 'the', 'deodorant', 'stick', 'that', 'was', 'leaking', 'Anywhere', 'else', 'would', 'have', 'replaced', 'it', 'immediately', 'There', 'we', 'had', 'to', 'argue', 'because', 'all', 'sales', 'are', 'final', 'Legally', 'they', 'cant', 'sell', 'something', 'with', 'a', 'concealed', 'defect', 'and', 'expect', 'you', 'to', 'live', 'with', 'it', 'Eventually', 'they', 'replaced', 'it', 'This', 'year', 'I', 'get', 'home', 'to', 'find', 'the', 'bottle', 'of', 'fragrance', 'leaks', 'from', 'the', 'nozzle', 'Now', 'I', 'have', 'to', 'drive', 'back', 'Seems', 'to', 'be', 'poor', 'quality', 'merchandise', 'I', 'wont', 'be', 'buying', 'from', 'them', 'again', 'At', 'least', 'this', 'time', 'they', 'did', 'not', 'argue', 'when', 'I', 'asked', 'for', 'a', 'replacement']",1,1
372,"['Worst', 'EVER', 'DRIVERS', 'ARE', 'LAZY', 'AND', 'ALWAYS', 'IN', 'A', 'HURRY', 'they', 'simply', 'doesnt', 'CARE', 'Close', 'down', 'your', 'business', 'if', 'you', 'dont', 'know', 'how', 'to', 'manage', 'your', 'employees']",0,0
